category,season,pilling,condition,price,pattern,stains,holes,front_img,back_img,timestamp,day,cut_multihot,damage_count,damage_severity,material_dict,material_vector,main_color,brand,type,size,usage
0,0,5,2,<50,0,1,2,/content/nov2022/2022-11-29/front_2022_11_29_07_53_02.jpg,/content/nov2022/2022-11-29/back_2022_11_29_07_53_02.jpg,2022_11_29_07_53_02,2022-11-29,"[0, 0, 0, 0, 1, 1, 0, 0]",0,0,{'cotton': 100},"[100, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,2,0,3,2
0,1,3,4,<50,2,0,0,/content/nov2022/2022-11-29/front_2022_11_29_11_44_56.jpg,/content/nov2022/2022-11-29/back_2022_11_29_11_44_56.jpg,2022_11_29_11_44_56,2022-11-29,"[0, 0, 0, 1, 0, 0, 0, 0]",0,0,{'polyester': 100},"[0, 100, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",6,2,0,0,1
0,2,1,1,<50,0,1,0,/content/nov2022/2022-11-29/front_2022_11_29_08_09_07.jpg,/content/nov2022/2022-11-29/back_2022_11_29_08_09_07.jpg,2022_11_29_08_09_07,2022-11-29,"[1, 0, 0, 0, 1, 0, 0, 0]",0,0,"{'rayon': 50, 'acrylic': 50}","[0, 0, 0, 50, 0, 0, 0, 50, 0, 0, 0, 0, 0, 0, 0, 0]",5,1,0,3,0
0,1,5,5,100-150,1,0,0,/content/nov2022/2022-11-29/front_2022_11_29_10_24_45.jpg,/content/nov2022/2022-11-29/back_2022_11_29_10_24_45.jpg,2022_11_29_10_24_45,2022-11-29,"[0, 1, 1, 0, 0, 0, 0, 0]",1,1,"{'polyester': 95, 'elastane': 5}","[0, 95, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",4,1,0,2,1
0,1,5,4,50-100,0,0,0,/content/nov2022/2022-11-29/front_2022_11_29_09_25_00.jpg,/content/nov2022/2022-11-29/back_2022_11_29_09_25_00.jpg,2022_11_29_09_25_00,2022-11-29,"[1, 0, 0, 0, 0, 0, 1, 0]",0,0,{'cotton': 100},"[100, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,1,0,4,1
0,0,5,1,<50,0,0,0,/content/nov2022/2022-11-29/front_2022_11_29_10_16_57.jpg,/content/nov2022/2022-11-29/back_2022_11_29_10_16_57.jpg,2022_11_29_10_16_57,2022-11-29,"[1, 0, 0, 1, 0, 0, 0, 0]",1,1,{'cotton': 100},"[100, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,1,0,2,2
0,2,5,5,50-100,1,0,0,/content/nov2022/2022-11-29/front_2022_11_29_08_03_47.jpg,/content/nov2022/2022-11-29/back_2022_11_29_08_03_47.jpg,2022_11_29_08_03_47,2022-11-29,"[1, 0, 0, 0, 1, 0, 0, 0]",0,0,"{'cotton': 95, 'elastane': 5}","[95, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",4,3,5,4,1
0,1,5,1,<50,0,1,0,/content/nov2022/2022-11-29/front_2022_11_29_09_14_03.jpg,/content/nov2022/2022-11-29/back_2022_11_29_09_14_03.jpg,2022_11_29_09_14_03,2022-11-29,"[1, 0, 0, 1, 0, 0, 0, 0]",1,1,"{'cotton': 95, 'other': 5}","[95, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",6,2,0,3,0
0,0,5,5,50-100,3,0,0,/content/nov2022/2022-11-29/front_2022_11_29_08_12_57.jpg,/content/nov2022/2022-11-29/back_2022_11_29_08_12_57.jpg,2022_11_29_08_12_57,2022-11-29,"[1, 0, 0, 0, 1, 0, 0, 0]",0,0,{'cotton': 100},"[100, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,2,0,5,1
0,0,5,2,<50,0,1,0,/content/nov2022/2022-11-29/front_2022_11_29_10_08_42.jpg,/content/nov2022/2022-11-29/back_2022_11_29_10_08_42.jpg,2022_11_29_10_08_42,2022-11-29,"[0, 1, 0, 1, 0, 0, 0, 0]",1,1,"{'lyocell': 55, 'viscose': 45}","[0, 0, 45, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 55, 0]",5,1,0,6,0
0,0,5,2,<50,0,1,0,/content/nov2022/2022-11-29/front_2022_11_29_10_02_59.jpg,/content/nov2022/2022-11-29/back_2022_11_29_10_02_59.jpg,2022_11_29_10_02_59,2022-11-29,"[0, 1, 1, 0, 0, 0, 0, 0]",0,0,"{'polyester': 60, 'wool': 30, 'rayon': 10}","[0, 60, 0, 0, 0, 0, 30, 10, 0, 0, 0, 0, 0, 0, 0, 0]",0,2,3,2,0
0,0,5,1,<50,1,1,1,/content/nov2022/2022-11-29/front_2022_11_29_10_50_19.jpg,/content/nov2022/2022-11-29/back_2022_11_29_10_50_19.jpg,2022_11_29_10_50_19,2022-11-29,"[1, 0, 1, 0, 0, 0, 0, 0]",1,1,"{'cotton': 95, 'elastane': 5}","[95, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",4,6,0,2,0
0,0,1,2,<50,0,1,0,/content/nov2022/2022-11-29/front_2022_11_29_10_13_28.jpg,/content/nov2022/2022-11-29/back_2022_11_29_10_13_28.jpg,2022_11_29_10_13_28,2022-11-29,"[1, 0, 0, 1, 0, 0, 0, 0]",0,0,"{'polyester': 65, 'viscose': 35}","[0, 65, 35, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,2,0,4,3
0,0,5,5,100-150,0,0,0,/content/nov2022/2022-11-29/front_2022_11_29_11_49_05.jpg,/content/nov2022/2022-11-29/back_2022_11_29_11_49_05.jpg,2022_11_29_11_49_05,2022-11-29,"[0, 0, 0, 1, 0, 0, 0, 0]",0,0,"{'silk': 93, 'elastane': 7}","[0, 0, 0, 0, 0, 7, 0, 0, 93, 0, 0, 0, 0, 0, 0, 0]",0,2,0,2,1
0,3,5,2,<50,0,0,0,/content/nov2022/2022-11-29/front_2022_11_29_07_57_14.jpg,/content/nov2022/2022-11-29/back_2022_11_29_07_57_14.jpg,2022_11_29_07_57_14,2022-11-29,"[0, 1, 0, 0, 1, 0, 0, 0]",1,1,{'cotton': 100},"[100, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,5,0,2,2
0,1,5,2,<50,1,0,0,/content/nov2022/2022-11-29/front_2022_11_29_10_21_31.jpg,/content/nov2022/2022-11-29/back_2022_11_29_10_21_31.jpg,2022_11_29_10_21_31,2022-11-29,"[1, 0, 1, 0, 0, 0, 0, 0]",1,1,"{'cotton': 72, 'acrylic': 28}","[72, 0, 0, 28, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",4,2,1,0,0
0,1,5,2,<50,1,1,0,/content/nov2022/2022-11-29/front_2022_11_29_09_42_40.jpg,/content/nov2022/2022-11-29/back_2022_11_29_09_42_40.jpg,2022_11_29_09_42_40,2022-11-29,"[0, 1, 0, 0, 0, 0, 1, 0]",1,1,{'viscose': 100},"[0, 0, 100, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,4,0,4,2
0,1,5,2,50-100,1,1,0,/content/nov2022/2022-11-29/front_2022_11_29_08_43_00.jpg,/content/nov2022/2022-11-29/back_2022_11_29_08_43_00.jpg,2022_11_29_08_43_00,2022-11-29,"[1, 0, 0, 1, 0, 0, 1, 0]",0,0,{'viscose': 100},"[0, 0, 100, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",4,2,0,0,1
0,0,5,1,<50,2,0,0,/content/nov2022/2022-11-29/front_2022_11_29_08_17_02.jpg,/content/nov2022/2022-11-29/back_2022_11_29_08_17_02.jpg,2022_11_29_08_17_02,2022-11-29,"[0, 1, 0, 0, 1, 0, 0, 0]",1,1,"{'cotton': 30, 'viscose': 70}","[30, 0, 70, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,2,0,4,0
0,2,5,5,50-100,0,0,0,/content/nov2022/2022-11-29/front_2022_11_29_09_20_25.jpg,/content/nov2022/2022-11-29/back_2022_11_29_09_20_25.jpg,2022_11_29_09_20_25,2022-11-29,"[0, 1, 0, 0, 1, 0, 0, 0]",0,0,"{'viscose': 50, 'acrylic': 50}","[0, 0, 50, 50, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,3,0,3,1
0,0,5,1,<50,2,0,2,/content/nov2022/2022-11-29/front_2022_11_29_08_25_58.jpg,/content/nov2022/2022-11-29/back_2022_11_29_08_25_58.jpg,2022_11_29_08_25_58,2022-11-29,"[0, 1, 0, 0, 1, 0, 0, 0]",1,1,{'viscose': 87},"[0, 0, 87, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,2,0,0,0
0,0,5,1,<50,1,1,0,/content/nov2022/2022-11-29/front_2022_11_29_10_56_55.jpg,/content/nov2022/2022-11-29/back_2022_11_29_10_56_55.jpg,2022_11_29_10_56_55,2022-11-29,"[0, 0, 1, 1, 0, 0, 0, 0]",1,1,{'cotton': 100},"[100, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,2,0,2,2
0,0,5,4,<50,0,0,0,/content/nov2022/2022-11-29/front_2022_11_29_09_50_24.jpg,/content/nov2022/2022-11-29/back_2022_11_29_09_50_24.jpg,2022_11_29_09_50_24,2022-11-29,"[0, 0, 1, 0, 0, 0, 0, 0]",0,0,"{'cotton': 85, 'acrylic': 15}","[85, 0, 0, 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,2,0,0,1
0,1,5,5,50-100,1,0,0,/content/nov2022/2022-11-29/front_2022_11_29_09_47_14.jpg,/content/nov2022/2022-11-29/back_2022_11_29_09_47_14.jpg,2022_11_29_09_47_14,2022-11-29,"[1, 0, 0, 1, 0, 0, 0, 0]",0,0,{'polyester': 100},"[0, 100, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,2,0,3,1
0,1,5,1,<50,1,1,0,/content/nov2022/2022-11-28/front_2022_11_28_12_54_50.jpg,/content/nov2022/2022-11-28/back_2022_11_28_12_54_50.jpg,2022_11_28_12_54_50,2022-11-28,"[0, 0, 1, 0, 0, 0, 0, 0]",0,0,{'cotton': 100},"[100, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",9,2,1,2,2
0,0,5,3,<50,3,1,0,/content/nov2022/2022-11-28/front_2022_11_28_12_47_07.jpg,/content/nov2022/2022-11-28/back_2022_11_28_12_47_07.jpg,2022_11_28_12_47_07,2022-11-28,"[0, 0, 0, 1, 0, 0, 0, 0]",0,0,"{'viscose': 69, 'polyester': 31}","[0, 31, 69, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,2,0,5,0
0,0,5,2,<50,0,0,0,/content/nov2022/2022-11-28/front_2022_11_28_12_31_12.jpg,/content/nov2022/2022-11-28/back_2022_11_28_12_31_12.jpg,2022_11_28_12_31_12,2022-11-28,"[0, 1, 0, 0, 0, 0, 0, 0]",1,1,{'polyester': 100},"[0, 100, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",6,1,0,1,2
0,0,5,1,<50,0,1,0,/content/nov2022/2022-11-28/front_2022_11_28_13_57_58.jpg,/content/nov2022/2022-11-28/back_2022_11_28_13_57_58.jpg,2022_11_28_13_57_58,2022-11-28,"[0, 0, 0, 1, 0, 0, 0, 0]",1,1,"{'polyester': 97, 'elastane': 3}","[0, 97, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",4,1,0,2,0
0,1,5,1,<50,0,1,0,/content/nov2022/2022-11-28/front_2022_11_28_14_04_34.jpg,/content/nov2022/2022-11-28/back_2022_11_28_14_04_34.jpg,2022_11_28_14_04_34,2022-11-28,"[0, 0, 0, 1, 0, 0, 0, 0]",0,0,{'polyester': 100},"[0, 100, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",4,3,0,3,2
0,1,5,5,50-100,0,0,0,/content/nov2022/2022-11-28/front_2022_11_28_13_04_53.jpg,/content/nov2022/2022-11-28/back_2022_11_28_13_04_53.jpg,2022_11_28_13_04_53,2022-11-28,"[0, 0, 0, 1, 0, 0, 0, 0]",0,0,"{'polyester': 97, 'elastane': 3}","[0, 97, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,1,0,2,1
0,0,5,5,50-100,0,0,0,/content/nov2022/2022-11-28/front_2022_11_28_12_26_58.jpg,/content/nov2022/2022-11-28/back_2022_11_28_12_26_58.jpg,2022_11_28_12_26_58,2022-11-28,"[0, 1, 1, 0, 0, 0, 0, 0]",0,0,{'cotton': 100},"[100, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,5,0,5,1
0,0,5,2,<50,3,0,0,/content/nov2022/2022-11-28/front_2022_11_28_14_09_14.jpg,/content/nov2022/2022-11-28/back_2022_11_28_14_09_14.jpg,2022_11_28_14_09_14,2022-11-28,"[0, 0, 0, 1, 0, 0, 0, 0]",1,1,{'viscose': 100},"[0, 0, 100, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,2,0,0,2
0,0,5,2,<50,1,0,0,/content/nov2022/2022-11-28/front_2022_11_28_12_37_38.jpg,/content/nov2022/2022-11-28/back_2022_11_28_12_37_38.jpg,2022_11_28_12_37_38,2022-11-28,"[0, 0, 0, 1, 0, 0, 0, 0]",1,1,{'cotton': 100},"[100, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",9,1,0,2,2
0,1,5,4,<50,0,1,0,/content/nov2022/2022-11-28/front_2022_11_28_14_15_19.jpg,/content/nov2022/2022-11-28/back_2022_11_28_14_15_19.jpg,2022_11_28_14_15_19,2022-11-28,"[0, 0, 0, 1, 0, 0, 0, 0]",0,0,"{'cotton': 92, 'elastane': 8}","[92, 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",11,3,0,2,0
0,0,2,1,<50,0,1,0,/content/nov2022/2022-11-28/front_2022_11_28_13_01_37.jpg,/content/nov2022/2022-11-28/back_2022_11_28_13_01_37.jpg,2022_11_28_13_01_37,2022-11-28,"[0, 0, 0, 1, 0, 0, 0, 0]",1,1,"{'polyester': 62, 'viscose': 32, 'elastane': 6}","[0, 62, 32, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",5,1,0,3,0
0,0,3,2,<50,0,0,0,/content/nov2022/2022-11-28/front_2022_11_28_13_30_48.jpg,/content/nov2022/2022-11-28/back_2022_11_28_13_30_48.jpg,2022_11_28_13_30_48,2022-11-28,"[0, 0, 1, 0, 0, 0, 0, 0]",0,0,"{'modal': 77, 'polyester': 20, 'elastane': 3}","[0, 20, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",4,1,0,3,0
0,1,5,5,50-100,0,0,0,/content/nov2022/2022-11-04/front_2022_11_05_09_12_18.jpg,/content/nov2022/2022-11-04/back_2022_11_05_09_12_18.jpg,2022_11_05_09_12_18,2022-11-04,"[0, 1, 0, 0, 1, 0, 0, 0]",0,0,"{'cotton': 95, 'elastane': 5}","[95, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,3,0,3,1
0,1,2,2,<50,0,0,0,/content/nov2022/2022-11-04/front_2022_11_05_09_18_24.jpg,/content/nov2022/2022-11-04/back_2022_11_05_09_18_24.jpg,2022_11_05_09_18_24,2022-11-04,"[1, 0, 0, 0, 1, 0, 0, 0]",0,0,"{'viscose': 57, 'polyester': 43}","[0, 43, 57, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2,1,0,2,0
0,0,3,3,<50,0,1,0,/content/nov2022/2022-11-04/front_2022_11_05_12_13_23.jpg,/content/nov2022/2022-11-04/back_2022_11_05_12_13_23.jpg,2022_11_05_12_13_23,2022-11-04,"[0, 0, 0, 0, 1, 0, 0, 0]",0,0,{'polyester': 100},"[0, 100, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",8,1,3,4,0
0,0,4,3,<50,0,0,0,/content/nov2022/2022-11-04/front_2022_11_05_11_37_22.jpg,/content/nov2022/2022-11-04/back_2022_11_05_11_37_22.jpg,2022_11_05_11_37_22,2022-11-04,"[1, 0, 0, 0, 1, 0, 0, 0]",1,1,{'cotton': 100},"[100, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,0,0,0,0
0,0,5,4,50-100,1,1,0,/content/nov2022/2022-11-04/front_2022_11_05_08_50_47.jpg,/content/nov2022/2022-11-04/back_2022_11_05_08_50_47.jpg,2022_11_05_08_50_47,2022-11-04,"[1, 0, 0, 0, 1, 0, 0, 0]",0,0,{'polyester': 100},"[0, 100, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",3,1,0,1,0
0,0,5,4,50-100,1,0,0,/content/nov2022/2022-11-04/front_2022_11_05_10_13_26.jpg,/content/nov2022/2022-11-04/back_2022_11_05_10_13_26.jpg,2022_11_05_10_13_26,2022-11-04,"[0, 1, 0, 0, 1, 0, 0, 0]",0,0,{'viscose': 100},"[0, 0, 100, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",3,1,1,2,1
0,0,4,5,50-100,1,0,0,/content/nov2022/2022-11-04/front_2022_11_05_11_41_18.jpg,/content/nov2022/2022-11-04/back_2022_11_05_11_41_18.jpg,2022_11_05_11_41_18,2022-11-04,"[0, 1, 0, 0, 1, 0, 0, 0]",0,0,"{'viscose': 95, 'elastane': 5}","[0, 0, 95, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",3,3,0,2,1
0,0,4,4,50-100,1,0,0,/content/nov2022/2022-11-04/front_2022_11_05_12_19_22.jpg,/content/nov2022/2022-11-04/back_2022_11_05_12_19_22.jpg,2022_11_05_12_19_22,2022-11-04,"[1, 0, 0, 0, 1, 0, 0, 0]",0,0,{'linen': 100},"[0, 0, 0, 0, 0, 0, 0, 0, 0, 100, 0, 0, 0, 0, 0, 0]",3,4,0,3,0
0,0,4,3,<50,1,0,0,/content/nov2022/2022-11-04/front_2022_11_05_09_04_15.jpg,/content/nov2022/2022-11-04/back_2022_11_05_09_04_15.jpg,2022_11_05_09_04_15,2022-11-04,"[1, 0, 0, 0, 1, 0, 0, 0]",0,0,"{'polyester': 88, 'elastane': 12}","[0, 88, 0, 0, 0, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",4,1,1,2,0
0,1,3,1,<50,2,1,0,/content/nov2022/2022-11-04/front_2022_11_05_09_24_05.jpg,/content/nov2022/2022-11-04/back_2022_11_05_09_24_05.jpg,2022_11_05_09_24_05,2022-11-04,"[1, 0, 0, 0, 1, 0, 0, 0]",7,3,{'cotton': 100},"[100, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2,0,0,4,0
0,0,5,5,50-100,1,0,0,/content/nov2022/2022-11-04/front_2022_11_05_11_20_39.jpg,/content/nov2022/2022-11-04/back_2022_11_05_11_20_39.jpg,2022_11_05_11_20_39,2022-11-04,"[1, 0, 0, 0, 1, 0, 0, 0]",0,0,{'polyester': 100},"[0, 100, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",4,6,0,2,1
0,0,5,4,50-100,1,0,0,/content/nov2022/2022-11-04/front_2022_11_05_11_26_27.jpg,/content/nov2022/2022-11-04/back_2022_11_05_11_26_27.jpg,2022_11_05_11_26_27,2022-11-04,"[1, 0, 0, 0, 1, 0, 0, 0]",0,0,{'viscose': 100},"[0, 0, 100, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,1,0,5,1
0,1,5,5,50-100,0,0,0,/content/nov2022/2022-11-04/front_2022_11_05_11_45_14.jpg,/content/nov2022/2022-11-04/back_2022_11_05_11_45_14.jpg,2022_11_05_11_45_14,2022-11-04,"[1, 0, 0, 0, 1, 0, 0, 0]",0,0,"{'viscose': 92, 'elastane': 8}","[0, 0, 92, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,0,0,4,1
0,0,5,3,<50,0,1,0,/content/nov2022/2022-11-04/front_2022_11_05_11_35_09.jpg,/content/nov2022/2022-11-04/back_2022_11_05_11_35_09.jpg,2022_11_05_11_35_09,2022-11-04,"[1, 0, 0, 0, 1, 0, 0, 0]",0,0,"{'cotton': 95, 'elastane': 5}","[95, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,0,0,5,0
0,0,4,4,50-100,0,1,0,/content/nov2022/2022-11-04/front_2022_11_05_10_02_00.jpg,/content/nov2022/2022-11-04/back_2022_11_05_10_02_00.jpg,2022_11_05_10_02_00,2022-11-04,"[1, 0, 0, 0, 1, 0, 0, 0]",0,0,{'cotton': 100},"[100, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2,2,0,2,0
0,1,5,5,<50,0,0,0,/content/nov2022/2022-11-04/front_2022_11_05_09_26_39.jpg,/content/nov2022/2022-11-04/back_2022_11_05_09_26_39.jpg,2022_11_05_09_26_39,2022-11-04,"[1, 0, 0, 0, 1, 0, 0, 0]",0,0,"{'cotton': 95, 'elastane': 5}","[95, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",4,1,0,1,1
0,0,5,4,100-150,1,0,0,/content/nov2022/2022-11-04/front_2022_11_05_12_07_51.jpg,/content/nov2022/2022-11-04/back_2022_11_05_12_07_51.jpg,2022_11_05_12_07_51,2022-11-04,"[1, 0, 0, 0, 1, 0, 0, 0]",0,0,{'polyester': 100},"[0, 100, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2,5,3,3,1
0,0,4,3,<50,2,1,0,/content/nov2022/2022-11-04/front_2022_11_05_11_38_54.jpg,/content/nov2022/2022-11-04/back_2022_11_05_11_38_54.jpg,2022_11_05_11_38_54,2022-11-04,"[1, 0, 0, 0, 1, 0, 0, 0]",0,0,"{'viscose': 50, 'polyester': 50}","[0, 50, 50, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,0,0,3,0
0,1,4,4,<50,0,0,0,/content/nov2022/2022-11-04/front_2022_11_05_11_46_50.jpg,/content/nov2022/2022-11-04/back_2022_11_05_11_46_50.jpg,2022_11_05_11_46_50,2022-11-04,"[1, 0, 0, 0, 1, 0, 0, 0]",0,0,"{'cotton': 95, 'elastane': 5}","[95, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,0,0,4,0
0,0,4,4,50-100,1,0,0,/content/nov2022/2022-11-04/front_2022_11_05_12_09_41.jpg,/content/nov2022/2022-11-04/back_2022_11_05_12_09_41.jpg,2022_11_05_12_09_41,2022-11-04,"[1, 0, 0, 0, 1, 0, 0, 0]",0,0,{'acrylic': 100},"[0, 0, 0, 100, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2,0,0,0,0
0,0,5,5,50-100,1,0,0,/content/nov2022/2022-11-04/front_2022_11_05_08_57_45.jpg,/content/nov2022/2022-11-04/back_2022_11_05_08_57_45.jpg,2022_11_05_08_57_45,2022-11-04,"[0, 1, 0, 1, 0, 0, 0, 1]",0,0,{'polyester': 100},"[0, 100, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",3,0,1,3,1
0,1,4,4,<50,2,0,0,/content/nov2022/2022-11-04/front_2022_11_05_09_22_14.jpg,/content/nov2022/2022-11-04/back_2022_11_05_09_22_14.jpg,2022_11_05_09_22_14,2022-11-04,"[1, 0, 0, 0, 1, 0, 0, 0]",0,0,{'cotton': 100},"[100, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",4,1,0,4,0
0,0,5,5,50-100,1,0,0,/content/nov2022/2022-11-04/front_2022_11_05_11_19_06.jpg,/content/nov2022/2022-11-04/back_2022_11_05_11_19_06.jpg,2022_11_05_11_19_06,2022-11-04,"[1, 0, 0, 0, 1, 0, 0, 0]",0,0,{'acrylic': 100},"[0, 0, 0, 100, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",4,3,0,6,1
0,1,3,3,<50,0,0,0,/content/nov2022/2022-11-04/front_2022_11_05_09_15_46.jpg,/content/nov2022/2022-11-04/back_2022_11_05_09_15_46.jpg,2022_11_05_09_15_46,2022-11-04,"[0, 1, 0, 0, 1, 0, 0, 0]",0,0,{'cotton': 100},"[100, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",4,0,0,0,0
0,0,4,4,50-100,0,1,0,/content/nov2022/2022-11-04/front_2022_11_05_10_04_40.jpg,/content/nov2022/2022-11-04/back_2022_11_05_10_04_40.jpg,2022_11_05_10_04_40,2022-11-04,"[1, 0, 0, 0, 0, 0, 0, 1]",0,0,{'cotton': 100},"[100, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,1,1,2,0
0,0,4,1,<50,0,1,0,/content/nov2022/2022-11-04/front_2022_11_05_09_40_01.jpg,/content/nov2022/2022-11-04/back_2022_11_05_09_40_01.jpg,2022_11_05_09_40_01,2022-11-04,"[1, 0, 0, 0, 1, 0, 0, 0]",2,1,{'cotton': 100},"[100, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",8,1,0,3,0
0,0,4,2,<50,2,1,0,/content/nov2022/2022-11-04/front_2022_11_05_10_07_33.jpg,/content/nov2022/2022-11-04/back_2022_11_05_10_07_33.jpg,2022_11_05_10_07_33,2022-11-04,"[1, 0, 0, 0, 1, 0, 0, 0]",0,0,{'polyester': 100},"[0, 100, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2,1,0,6,0
0,1,5,4,50-100,2,0,0,/content/nov2022/2022-11-04/front_2022_11_05_11_43_12.jpg,/content/nov2022/2022-11-04/back_2022_11_05_11_43_12.jpg,2022_11_05_11_43_12,2022-11-04,"[1, 0, 0, 0, 1, 0, 0, 0]",0,0,{'viscose': 100},"[0, 0, 100, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,1,0,4,1
0,0,3,3,<50,2,1,0,/content/nov2022/2022-11-04/front_2022_11_05_10_06_16.jpg,/content/nov2022/2022-11-04/back_2022_11_05_10_06_16.jpg,2022_11_05_10_06_16,2022-11-04,"[1, 0, 0, 0, 1, 0, 0, 0]",0,0,{'polyester': 100},"[0, 100, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2,0,0,4,0
0,0,3,3,<50,0,1,0,/content/nov2022/2022-11-04/front_2022_11_05_12_12_10.jpg,/content/nov2022/2022-11-04/back_2022_11_05_12_12_10.jpg,2022_11_05_12_12_10,2022-11-04,"[0, 0, 0, 0, 1, 0, 0, 0]",0,0,{'polyester': 100},"[0, 100, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",9,4,3,4,0
